메뉴 이름,메뉴 설명,재료,조리 과정
우렁이장,골라먹는 재미가 쏠쏠한 우렁이 장,"[우렁이 장 재료] 우렁이 살 1컵, 청양고추 3개, 홍고추 1개, 레몬 슬라이스 3쪽, 밀가루 2T <br>[우렁이 살 삶는 재료] 양파 1/5개, 대파 1/4대, 마늘 6알, 생강 5g, 통후추 2/3티스푼, 된장 0.5T, 소주 1/2컵, 물 2컵 <br>[우렁이 장 양념 재료] 진간장 2/3컵, 설탕 1T, 매실액 2T, 소주 1/3컵, 사과식초 1/3컵, 물 1/3컵","1. 우렁이에 밀가루 2T를 넣고 바락바락 주물러 준 후 깨끗하게 세척합니다. 맑은물이 나올때 까지 헹궈줍니다 <br>2. 냄비에 물 2컵과 양파,대파,마늘,생강,통후추,넣고 센 불에서 약 1분 정도 끓여 야채의 단맛이 우러 나오면 소주 1/2컵과 된장 0.5T 넣고 끓입니다 <br>3. 끓으면 손질해 놓은 우렁이 살을 넣고 삶아 줍니다 약 2~3분 정도 삶고 물에 헹궈 우렁이 살을 준비합니다 <br>4. 간장물 끓이기-냄비에 분량의 양념 재료 넣고 끓입니다.<br>5. 청양고추, 홍고추는 송송 썰어 물에 담가 씨를 제거하고 물기 제거합니다 <br>6. 소독한 유리병에 맨 아래에 고추 약간 넣고 삶은 우렁이 살을 넣고 위에 청양,홍고추를 넣고, 끓인 간장물을 붓고 위에 레몬 슬라이스 3쪽을 넣어주세요.<br>7. 간장물이 뜨거울때 레몬을 넣어주세요 식힌 후 꼭 냉장고에 넣으세요.<br>8. 2일 후 냄비에 간장물을 따라내 다시 끓여준 후 이번에는 차갑게 식힙니다 <br>9. 차갑게 식힌 간장물을 용기에 부어 냉장고에 보관합니다 <br>10. 하루 이틀 후에 드시면 됩니다 골라 먹는 재미가 쏠쏠한 우렁이 장 쫄깃하니 별미입니다"
우렁마파두부,,"우렁 80g, 연두부 2개, 파 1뿌리, 다진 마늘 6알, 고추기름 2주걱, 홍피망 1/2개, 청피망 1/2개, 연근 1개, 완두콩 50g, 돼지고기 다짐육 200g <br>[소스 재료] 물 50ml, 굴소스 3T, 설탕 1T, 두반장 1T, 황두장1T<br>전분물 약간","1. 채소와 연두부는 먹기 좋은 크기로 잘라 준비해주세요 <br>2. 고추기름을 두르고 파, 다진 마늘을 넣고 볶아주세요 <br>3. 돼지고기 다짐육과 피망, 연근을 넣고 고기가 익을 때까지 볶아주세요 <br>4.소스재료를 넣고 간을 맞춰줍니다.<br>5. 소스가 끓어오르면 연두부, 우렁, 완두콩을 넣고 끓여주세요. 연두부가 단단해질 때까지 충분히 가열해주세요.<br>6. 볶다가 물이 나오면 전분물을 넣어 걸쭉하게 만들어주시면 우렁마파두부 완성."
우렁이미역국, 탱탱하고 쫄깃한 식감이 최고,미역 10g 우렁이 1컵 참기름 2T 간장 1T 다진 마늘 1T 소금 약간,"1. 미역은 찬물에 10분 정도 불린다. 흐르는 물에 한 번 씻고 먹기 좋은 크기로 썬다. <br>2. 우렁이는 흐르는 물에 깨끗하게 씻는다. <br>3. 냄비에 참기름 2T를 두르고 미역을 볶는다. <br>4. 미역 향이 올라오면 우렁이를 넣고 1분 정도 볶는다. <br>5. 미역과 우렁이가 충분히 잠길 수 있는 양의 물을 넣고 끓인다. <br>6. 끓기 시작하면 간장 1T, 다진 마늘 1T를 넣고 소금으로 간을 맞춰 한소끔 더 끓이면 우렁이 미역국 완성"
우엉강정,끊임없이 당기는 맛,"우엉 2뿌리, 녹말가루 2숟가락, 식용유 2컵<br>[양념] 간장3,설탕3,물엿2,물3,고추가루약간<br>통깨 약간","1. 우엉을 깨끗이 씻어 어슷썰고 찬물에 10분 담구었다가 물기를 빼줍니다. <br>2. 키친타월로 수분을 제거하고, 감자전분을 1T넣어 줍니다. <br>3. 우엉에서 수분이나와 촉촉해지면 녹말가루를 1T 더 넣어서 버무려줍니다. <br>4. 기름에 바삭하게 튀기고 기름을 제거한후에 분량의 양념장을 바글바글 끓여줍니다. <br>5. 튀겨놓은 우엉칩을 양념장에 골고루 버무려줍니다. <br>6. 통깨를 솔솔 뿌린후, 먹음직스럽게 담아줍니다."
우엉피클 ,새콤달콤 아삭한 우엉요리,우엉 300g 식초 1컵 간장 1/4컵 소금 2큰술 양파 1개 물 1컵 설탕 1컵 피클링스파이스 1큰술 월계수잎 4장,"1. 우엉은 필러로 껍질을 벗기고 채쳐서 준비했어요.<br>2. 냄비에 물을 올리고 식초 1큰술을넣고 데쳐주는데요. 우엉을 데치면 색이 깨끗하게 변한답니다.<br>3. 한번 휘휘 저어서 꺼냅니다. 식초 한컵, 스파클링스파이스 1큰술, 설탕 1컵, 물도 한컵 부었어요. 진간장 1/4컵 부어서 색을 주고요.  소금 2큰술 넣어 간을 주고요.  월계수잎 4장을 투하. <br>4. 보글보글 끓여줍니다. <br>5. 양파는 작은 것을 준비했고요. 양파 속껍질을 제거하고 우엉 사이즈로 채쳐서 준비합니다. <br>6. 우엉피클에 양파를 넣어서 좀 더 맛이 깊게 만들어봤어요. 중간중간 양파를 넣어 주었어요. <br>7. 우엉피클 양념물에서 건더기를 모두 건지고요. 병에다 양념물을 쪼르륵 담아줍니다. <br>8. 3일 뒤 우엉피클 국물 따라서 끓인 후 식혀서 부어줍니다."
우엉차,다이어트에 좋은 우엉차,"우엉 2뿌리, 식품건조기/에어프라이어, 식초 조금",1. 우엉 2뿌리를 부드러운 수세미로 껍질을 살살 문질러서 씻어주세요. 가급적이면 껍질채로 만드시는게 맛과 영양이 좋아요 .<br>2. 두꺼운 부분은 반으로 가르어 얇게 썰어주세요. 얇은부분은 그대로 사선으로 얇게 썰어주시면 돼요<br>3. 펄펄 끓는물에 식초를 조금만 넣고 썰어준 우엉을 10초만 데쳐주세요<br>4. 데쳐낸 우엉은 찬물에 한번씻어준후 건조기에서 4~5시간을 바싹말려주세요. 에어프라이어에 돌려서 건조시켜도 돼요.<br>5. 바싹마른 우엉은 기름없는 팬에 넣고 약불에서 10분간 덖어주세요. <br>6. 덖은 우엉은 넓은쟁반에 펼쳐서 차게 식혀주세요. 이렇게 반복을 7번을 해주시면 됩니다.<br>7. 바싹하게 덖어진 우엉 5~6개를 넣고 물을 1.5L를 넣고 끓여도 우엉차가 진하네요
우엉김치,우엉을 살짝 쪄서 아삭한 식감을 살려 맛깔나는 김치양념에 버무려 보세요. 한번 먹어보면 잊을 수 없는 마성의 별미 김치가 탄생한답니다,"우엉 두 뿌리 400g, 대파 흰대 1대<br>[김치양념] 고춧가루 6숟가락, 멸치 액젓 3.5숟가락, 다진 마늘 1.5숟가락, 다진 생강 0.3숟가락, 물엿 2숟가락<br>[절임물] 물 1리터, 굵은소금 1숟가락<br>[찹쌀풀재료] 물 100ml, 찹쌀가루 1숟가락","1. 우엉 겉의 흙을 대충 씻어준 다음 칼등으로 껍질을 쓱쓱 벗겨줍니다.<br>2. 우엉을 썰기 전에 분량의 물에 소금을 녹여 절임물을 준비해주세요. 
우엉은 자라는 방향으로 길게 섬유질이 있어서 사선으로 어슷 썰어 섬유질을 똑똑 끊어줍니다
<br>3. 두께는 0.2~0.3cm 정도로 어슷썰기 한 우엉은 다시 채 썰어 줍니다 <br>4. 절임물에 잠시 담가갔다가 헹구지 말고 체에 밭쳐두세요. 대략 20분 정도 담가둡니다<br>5. 물 반컵에 찹쌀가루를 넣어 잘 풀어준 다음 전자레인지에서 1분간 돌린 후 꺼내서 잘 저어준 다음 다시 1분 더. 총 2분을 돌려주세요. <br>6. 농도는 주르륵 흐르는 미음 정도이고 식혀서 양념장과 섞어 주셔야 합니다. 양이 많거나 설익었을 경우 1분 더 돌려주세요<br>7. 대파 흰대는 길이로 4등분한 다음 우엉크기로 썰어 주세요 <br>8. 김이 오른 찜기에 우엉을 넣고 3분만 쪄줍니다. 3분 후 채반을 펼쳐 우엉을 식혀 주세요 <br>9. 분량의 김치양념을 잘 섞어주고 간은 입맛에 맞게 조절하세요. <br>10. 양념이 완성되었으면 우엉을 넣고 버무려 주고 대파를 넣어 한 번 더 버무려주면 경상도식 별미김치 우엉김치 완성입니다"
우엉전,,우엉 150g 쪽파 2뿌리 양파 1/4개 깻잎 4장 부침가루 3큰술 계란 1개 물 2큰술 후추 약간,"1. 우엉은 껍질을 벗기지 않고 수세미로 박박 문질러 씻어 줍니다.<br>2. 가늘게 채썰어주고 식초 두어방울 떨어뜨린 물에 살짝 데쳐줍니다 <br>3. 쪽파 송송썰고, 깻잎채썰고 양파도 얇게 슬라이스 하여 넣습니다.<br>4. 튀김가루나 부침가루 3큰술정도 넣어 주고 계란과 물을 2큰술정도 넣어 반죽해줍니다.<br>5. 한국자씩 떠서 부쳐도 좋고 한스푼씩 떠서 부쳐도 좋아요. 얇게 부쳐줍니다."
우엉볶음 ,섬유질이 풍부한 우엉으로 맛있는 밑반찬을 만들어봤습니다.짜지않고 고소한 맛으로 밑반찬으로 정말 맛있게 잘 먹었습니다.,우엉 2개 마늘 1주먹 간장 7스푼 설탕 2스푼 소주 2스푼 꿀 2스푼 참기름 1스푼 깨 1스푼,1. 껍질을 벗기고 깨끗하게 씻은 우엉을 채썰어줍니다. 채칼이 있으시면 채칼을 사용하셔도 좋습니다.<br>2. 팬에 기름을 넉넉히 두르고 편썰은 마늘을 볶아줍니다.<br>3. 마늘향이 올라오면 채썰은 우엉을 넣어줍니다.<br>4. 간장 7스푼을 넣어줍니다.<br>5. 한번 골고루 볶고 설탕을 2스푼 넣어줍니다.(재료를 중간중간 넣어가면서 볶아줍니다.)<br>6. 소주 2스푼과 꿀 2스푼 넣어줍니다.<br>7. 불을 약불로 줄이고 어느정도 볶아졌으면 참기름1스푼을 넣고 볶아주다가 불을 끄고 깨1스푼을 넣어주면 완성.
우엉장아찌,우엉은 뿌리 식품이기에 땅속의 영양소를 듬뿍 받고 자라서 산에서 내려온 산삼이라고도 한다지요. 지방과 콜레스테롤을 제거하고 폴리페놀 레스베라트롤 성분으로 항산화 효과가 있어 노화를 방지합니다. 사포닌 성분은 혈액순환 개선하여 뇌졸중 심장병을 예방하고 칼슘이 많아 골다공증을 예방하고 아이들 성장을 촉진하는 효과가 있답니다. 여성 호르몬 분비를 조절하여 생리통이 완화되며 철분이 풍부하여 빈혈치료에 도움이 되고 섬유질이 풍부해 변비에 도움이 되지요,"우엉 1kg, 식초 1/2컵, 홍고추 2개, 청양고추 3개 <br>
육수:황태머리1개, 다시마 10cm 2장, 솔치10마리, 양파 소 1개, 건고추 5개, 사과말랭이 100g, 무말랭이 100g, 당근 50g, 생강 1개, 단호박말랭이100g, 파뿌리 조금, 육수 500ml, 간장 300ml, 참치액 200ml, 매실청 300ml",1. 우엉은 잠시 물에 담가 놓았다가 살살 긁어서 껍질을 깨끗하게 벗기고 채칼로 슬라이드 했어요.<br>2. 식초를 조금 넣고 물에 잠시 담가 놓았어요. <br>3. 우엉 손질하는 동안 육수를 끓여줍니다. 물이 끓기 시작하면 다시마는 건져주고 15분 정도 더 끓여 놓았어요.<br>4. 육수와 모든 재료를 섞어서 끓여주었어요. <br>5. 우엉의 물기를 쪽 빼준 다음 소독한 병에 담아줍니다. <br>6. 청양고추와 홍고추를 조금씩 넣어주었어요.<br>7. 우엉처럼 단단한 재료에는 팔팔 끓은 간장을 그대로 부어주어야 더욱 아삭하고 맛있답니다. 우엉 장아찌가 완성. <br>8. 이렇게 담아 놓았다가 3~5일 정도 지난 다음에 간장만 쏟아서 팔팔 끓인 다음 이번에는 식혀서 부어줍니다. 아삭아삭 소리까지 나면서 짜지도 시큼하지도 달지도 않는 장아찌 완성.
우엉샐러드,"간장으로 맛을 낸 우엉 조림이 지겨울때, 우엉이 집에 많이 있을 때 해먹으면 좋은 우엉 샐러드 레시피를 가지고 왔어요. 땅콩버터를 넣은 고소한 깨소스와 아삭하게 데친 우엉 샐러드랍니다. 고소한 소스때문에 가끔 생각나는 샐러드이기도 해요","채썬 우엉 160g, 소금 1티스푼, 식초 1큰 술<br>[깨소스] 양파 조금, 깨 2큰 술, 들깨가루 1큰 술, 소금 조금, 간장 1큰 술, 올리고당 1큰 술, 식초 1/2큰 술, 마요네즈 1큰 술, 땅콩버터 ","1. 분량의 소스재료를 넣고 믹서에 갈아줍니다. 갈린 소스에 마요네즈 1 큰 술과 땅콩버터 1 큰 술을 넣고 섞어주세요. 소스는 반드시 3시간 이상 냉장고에서 숙성시켜주세요.<br>2. 필터로 우엉 껍질을 벗겨주신후 채썰어줍니다 <br>3. 소금 1 티스푼, 식초 1 큰 술을 넣은 물을 끓여주세요<br>4. 끓어오르면 우엉을 2~3분 데쳐서 바로 찬물에 씻어줍니다<br>5. 숙성한 양념을 우엉과 조물조물 하면 고소하니 은근한 매력이 있는 우엉샐러드 완성이에요 "
우엉 초절임,식이섬유가 풍부한 우엉은 껍질 부분에 영양가가 많아 껍질을 벗기지 않습니다. 가츠오부시 국물을 이용한 일본식 우엉 초절임을 만들어 보세요.,"우엉 3대, 가츠오부시 육수 400ml, 소금 1 1/2작은술, 현미식초 50ml<br>양념물 (가츠오부시 육수 400ml, 소금 1 1/2작은술, 현미식초 50ml)","1. 우엉은 수세미로 깨끗하게 씻고 길이로 4등분, 굵은 것은 반으로 갈라 준비한다.<br>2. 물기를 뺀 우엉과 가츠오부시 육수, 소금을 넣고 중불로 약 15분 정도 끓여준다.<br>3. 2에 현미식초를 넣고, 한번 팔팔 끓어오르면 불을 끈다.
식으면 준비한 용기에 넣는다."
우엉찹쌀튀김,,"우엉 2대, 찹쌀가루 1 1/2컵, 소금(약간), 설탕(약간), 검은깨(약간), 식용유(약간)","1. 우엉은 씻어서 껍질을 벗긴 후 5cm 길이로 썰어 반으로 가른다.<br>2. 1의 우엉을 김이 오른 찜통에 넣어 찐다.<br>3. 우엉이 부드러워지면 꺼내어 방망이로 납작하게 밀어준다.<br>4. 찹쌀가루 1/2컵에 소금을 약간 넣고 물 1/2컵을 넣어 걸쭉하게 반죽을 한다.<br>5. 우엉을 찹쌀가루 반죽에 담가서 튀김옷을 입힌 후 남은 찹쌀가루를 골고루 묻힌다.<br>6. 180도의 식용유에 노릇노릇하게 튀긴다.<br>7. 튀겨낸 우엉이 뜨거울 때 설탕을 약간씩 뿌리고, 그릇에 담은 후 검은깨를 뿌린다."
밤스프,,"생밤 15알, 버터 조금, 작은 양파 1/2개, 물 350ml, 우유 300ml, 생크림 100ml, 소금, 후추","1. 양파는 잘라서 준비해 주세요<br>양파를 너무 많이 넣으면 향이 강할 수 있어요~ 그래서 작은 양파 1/2개 인데 더 줄여서 요리하셔도 좋아요.<br>2. 수프 위에 잘게 썰어 올리기 위해 밤 3알은 삶아서 준비했어요<br>3. 달군 프라이팬에 버터를 녹여주세요<br>4. 양파를 넣고 투명해 질때 까지 볶아 줍니다<br>5. 밤을 넣고 살짝 볶아 주세요<br>6. 물이나 치킨스톡을 넣고 밤이 익을 때 까지 보글보글 끓여주세요<br>뚜껑을 덮어야 잘 익어요~ 그리고. 밤을 반절씩 잘라서 익히면 더 빨리 익더라구요<br>7. 우유를 넣고 후추, 소금으로 간을 해주세요<br>8. 중불로 끓이다가 보글보글 끓어 오르면 불을 꺼주세요<br>9. 이제 믹서기에 넣고 윙윙 갈아주세요~ 핸드믹서기가 있다면 그냥 팬에서 갈아줍니다<br>10. 잘 갈린 밤 수프는 다시 팬에 넣고 생크림을 넣어 약불로 데워주면 완성."
밤식빵,겉은 달콤하고 속은 밤이 들어간 부드러운 밤식빵,"밀가루강력분 160g, 밀가루중력분 40g, 물 104g, 인스턴드라이이스트 5g, 제빵개량제 2g, 설탕 24g, 소금 4g, 분유 6g, 버터 16g, 계란 20g, 밤 80g<br>[토핑] 밀가루중력분 40g, 버터 40g, 설탕 12g, 계란 12g, 베이킹파우더 1g, 아몬드 10g","1. 가루류를 미리 체처 반죽기에 넣고 물,계란,이스트를 넣어 반죽이 한덩이가 될때까지 해주신후에 버터를 넣어 매끄러운반죽이 될때까지 반죽합니다. 2. 1차 50분정도 발효해주세요. <br>3. 버터를 크림화시킨후에 설탕을 넣어 섞어주세요. 달걀을 넣어 섞어주신다음 깍지를 끼워 비닐주머니에 담아주세요. <br>4. 1차 발효된 반죽의 가스를 빼주신후에 둥글리기해서 15분정도 중간발효해주세요.<br>5. 통조림밤은 잘게 썰어 준비해주세요. <br>6. 반죽을 사각으로 밀은다음 밤을 올립니다. 돌돌 말아 틀에 맞게 넣어주세요. <br>7. 2차발효 틀밑1cm정도까지 해 주세요. <br>8. 토핑을 짜주시고 슬라이스아몬드를 올려 살짝 눌러주신다음 예열된 오븐 170도 25~30분 구워주세요. <br>9. 겉은달콤하고 고소하고속은 부드러운 밤식빵 완성입니다."
밤만쥬 ,흰앙금을 넣고 밤모양으로 만든 제품,"박력분 300g, 계란 105g, 설탕 180g, 물엿 18, 연유 18, 베이킹파우더 6, 버터 15, 흰앙금 1500, 참깨 3<br>
[양념] 소금 3, 캬라멜소스","1. 계란을 풀어준후, 연유,설탕,물엿,소금을 넣고 중탕에서 녹인후 버터를넣고 섞어준다. 온도는 25도이상 올리지말것 <br>2. 밀가루와 베이킹파우더를 체질하여 섞어 한덩이 반죽후 비닐에넣고 냉장휴지 30분.<br>3. 그사이 흰앙금은 45g씩 분할하고 휴지가 끝난 반죽을 25g씩 분할한다.<br>4. 반죽에 흰앙금을 넣고 잘감싸준다 <br>5. 엄지손가락의 두툼부분을 이용하여 밤모양을 만든다<br>6. 밤머리부분에 물을 찍어준후 참깨를 묻힌다. <br>7. 계란노른자에 캬라멜소스를 섞어 색을 낸후 붓으로 윗부분만 발라준다. 2번 덧칠한다. "
밤크로켓,영양 간식으로 좋은 밤크로켓,밤 20여개 당근 50g 피망 20g 모짤렐라치즈 1/3컵 소금 1티스푼 마요네즈 1스푼 계란 3개 빵가루 2컵 밀가루 1/2컵 튀김유 약간,"1. 소금 1티스푼 넣고푹 삶은 밤은 속껍질까지 깨끗이 벗긴 후 부드럽게 으깨 주세요<br>2.  피망과 당근은 잘게 다져 주세요<br>3. 으깬 밤에 다진 피망, 다진 당근과 모짜렐라치즈를 넣어 주세요. 마요네즈를 넣고 크림치즈 넣어도 좋습니다.<br>4. 골고루 잘 섞어 주면 밤 크로켓 반죽이 완성. 설탕이나 소금간은 따로 안해 줘도 돼요.<br>5. 비닐장갑 끼고 동글 납작하게 모양을 잡아 주세요<br>6. 밀가루, 계란, 빵가루 순으로 옷을 입혀 주세요. <br>7. 160~170도 되는 높지 않은 온도에서 하나씩 넣어 노릇하게 튀겨 주세요. 노릇 노릇 잘 튀겨주면 밤크로켓 완성"
